	collectri	omnipath
precision	0.23457	0.30864
recall	1.0	1.0
rand_precision	0.26389	0.34722
auprc	0.21433	0.25839
ap	0.22776	0.27276
epr	0.19945	0.4608
odd_ratio	0.10802	0.23583
