	collectri	omnipath
precision	0.23457	0.30864
recall	1.0	1.0
rand_precision	0.26389	0.34722
auprc	0.2569	0.25272
ap	0.21496	0.26565
epr	0.39889	0.576
odd_ratio	0.24913	0.3375
