	collectri	omnipath
precision	0.0015	0.00153
recall	1.0	1.0
rand_precision	0.0015	0.00153
auprc	0.00207	0.00179
ap	0.0032	0.00181
epr	7.44636	3.52006
odd_ratio	7.59303	3.54745
