	collectri	omnipath
precision	0.02083	0.25926
recall	1.0	1.0
rand_precision	0.02273	0.29167
auprc	0.34438	0.29422
ap	0.01394	0.31557
epr	14.66667	1.14286
odd_ratio	31.75	1.32143
