	collectri	omnipath
precision	0.00515	0.11037
recall	1.0	1.0
rand_precision	0.00521	0.1116
auprc	0.00429	0.10772
ap	0.00461	0.10855
epr	0.0	1.049
odd_ratio	0.0	1.06285
