	collectri	omnipath
precision	0.005	0.06641
recall	1.0	1.0
rand_precision	0.00526	0.07083
auprc	0.0051	0.04864
ap	0.00786	0.05182
epr	0.0	0.0
odd_ratio	0.0	0.0
