	collectri	omnipath
precision	0.0	0.125
recall		1.0
rand_precision	0.0	0.16666666666666666
auprc	-0.0	0.08012820512820512
ap		0.11858974358974358
epr	inf	0.0
odd_ratio	inf	0.0
