	collectri	omnipath
precision	0.03819	0.2497
recall	1.0	1.0
rand_precision	0.03986	0.25862
auprc	0.06362	0.23753
ap	0.04519	0.24076
epr	2.28099	0.69968
odd_ratio	2.55	0.55233
