	collectri	omnipath
precision	0.03819	0.2497
recall	1.0	1.0
rand_precision	0.03986	0.25862
auprc	0.07816	0.2287
ap	0.06312	0.23243
epr	3.42149	0.82857
odd_ratio	4.24654	0.72231
