	collectri	omnipath
precision	0.01882	0.09746
recall	1.0	1.0
rand_precision	0.01905	0.09857
auprc	0.02484	0.09116
ap	0.02523	0.09168
epr	1.15809	0.73591
odd_ratio	1.1653	0.69299
