	collectri	omnipath
precision	0.078125	0.3611111111111111
recall	1.0	1.0
rand_precision	0.08928571428571429	0.43333333333333335
auprc	0.07618980280908308	0.3146092273694383
ap	0.10975580759215693	0.34033663821318516
epr	2.24	0.8875739644970414
odd_ratio	2.9375	0.703125
