	collectri	omnipath
precision	0.078125	0.3611111111111111
recall	1.0	1.0
rand_precision	0.08928571428571429	0.43333333333333335
auprc	0.10349715029502791	0.3134942940013934
ap	0.16257520801203326	0.342675091879336
epr	2.24	0.7100591715976331
odd_ratio	2.9375	0.3950617283950617
