	collectri	omnipath
precision	0.00521	0.00889
recall	1.0	1.0
rand_precision	0.00543	0.0092
auprc	0.08551	0.04799
ap	0.13223	0.0688
epr	0.0	27.1875
odd_ratio	0.0	47.55556
