	collectri	omnipath
precision	0.00723	0.01676
recall	1.0	1.0
rand_precision	0.00733	0.01688
auprc	0.01066	0.01585
ap	0.01236	0.01596
epr	3.10227	0.57315
odd_ratio	3.20119	0.56477
