	collectri	omnipath
precision	0.234375	0.4691358024691358
recall	1.0	1.0
rand_precision	0.26785714285714285	0.5277777777777778
auprc	0.17957632351984332	0.4219825167185467
ap	0.19457038038021218	0.4400145416332444
epr	0.49777777777777776	0.6481994459833795
odd_ratio	0.33136094674556216	0.1872
