	collectri	omnipath
precision	0.00694	0.05778
recall	1.0	1.0
rand_precision	0.00758	0.0619
auprc	0.01316	0.04373
ap	0.02632	0.04997
epr	0.0	0.0
odd_ratio	0.0	0.0
