	collectri	omnipath
precision	0.04959	0.15972
recall	1.0	1.0
rand_precision	0.05455	0.17424
auprc	0.05086	0.15997
ap	0.06444	0.16956
epr	0.0	0.49905
odd_ratio	0.0	0.39909
