	collectri	omnipath
precision	0.04959	0.15972
recall	1.0	1.0
rand_precision	0.05455	0.17424
auprc	0.05062	0.16134
ap	0.06237	0.17062
epr	0.0	0.49905
odd_ratio	0.0	0.39909
