	collectri	omnipath
precision	0.00152	0.00165
recall	1.0	1.0
rand_precision	0.00152	0.00165
auprc	0.00198	0.00185
ap	0.00311	0.00186
epr	7.13492	2.48402
odd_ratio	7.2705	2.49628
