	collectri	omnipath
precision	0.01753	0.10734
recall	1.0	1.0
rand_precision	0.01802	0.11024
auprc	0.028	0.10631
ap	0.03495	0.10874
epr	2.3125	0.81931
odd_ratio	2.42911	0.78165
